freq,indic_ur,cities\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DE2008V,HU006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	233875 	225155 	223785 	222553 	221753 	220852 	220073 	219126 	218527 	217839 	217409 	215784 
A,DE2008V,HU007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	236085 	234492 	235115 	235367 	236221 	236749 	237593 	239001 	241886 	244456 	245875 	247316 
A,DE2008V,HU008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	181330 	181380 	181255 	180362 	179778 	179198 	178832 	178548 	177955 	177698 	177414 	176702 
A,DE2008V,HU009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	269080 	268473 	267557 	266133 	264674 	263365 	262923 	262114 	261569 	261487 	261603 	261059 
A,DE2008V,HU010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	146399 	144730 	144001 	143640 	143681 	143589 	143521 	143250 	143402 	143547 	143269 	142734 
A,DE2008V,HU011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	162699 	161441 	160472 	159225 	157752 	156626 	155573 	154547 	153152 	151956 	150692 
A,DE2008V,HU012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	135110 	134629 	133816 	133273 	132577 	131855 	131478 	131120 	130668 	129908 	128884 
A,DE2008V,HU013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	130735 	130622 	130154 	129591 	128956 	128687 	128534 	128534 	128662 	129162 	128170 
A,DE2008V,HU014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	116281 	114846 	113650 	112453 	111252 	110023 	108789 	107944 	107098 	105971 	104867 
A,DE2008V,HU015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	112739 	111436 	110411 	108804 	107623 	106523 	105573 	104673 	103563 	102269 	100921 
A,DE2008V,HU016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100860 	99906 	99051 	98576 	98108 	97249 	96587 	95837 	94769 	94412 	93465 
A,DE2008V,HU017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86584 	85981 	85193 	84493 	83827 	83183 	82656 	82302 	81793 	81209 	80346 
A,DE2008V,HU018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	110976 	110228 	109041 	108057 	107036 	106007 	105000 	103980 	103156 	101984 	100950 
A,DE2008V,HU019F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91701 	92717 	93441 	94076 	94425 	95048 	95311 	95784 	96504 	96733 	96250 
A,DE2008V,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3755219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,IE001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1441456 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,IE002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	340494 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,IE003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	138177 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,IE004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141892 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,IE005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3034212 b	: 	: 	2863825 	: 	2831684 e	2806055 	2785241 	2758852 	2720553 	2677926 e	: 	: 	: 	: 
A,DE2008V,LT001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	619792 	: 	: 	: 	: 	: 	: 	: 	: 	: 	649242 	: 
A,DE2008V,LT002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	387479 	: 	: 	: 	: 	: 	: 	: 	: 	: 	377397 	: 
A,DE2008V,LT003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134168 	: 	: 	: 	: 	: 	: 	: 	: 	: 	120298 	: 
A,DE2008V,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1939771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1768321 	: 	1744598 	1730342 	1720678 	1710068 	1698651 	1688339 	: 	1670716 	1663123 	1652122 
A,DE2008V,LV001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	786380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	779518 	: 	: 	: 	781159 	782296 	788139 	783981 	784902 	786514 	780795 	780606 
A,DE2008V,LV002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93728 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	85399 	: 	94185 	92798 	81193 	80606 	79591 	79357 	79064 	78875 	88404 	87810 
A,DE2008V,LV003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79760 	: 	78812 	78083 	77867 	77622 	77232 	77189 	76987 	77162 	77168 	76847 
A,DE2008V,LV004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	119577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100143 	: 	96672 	94873 	93731 	92581 	90960 	89775 	88821 	88233 	87318 	85965 
A,DE2008V,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	387049 	388783 	390721 	392305 	394004 	395637 	412382 	398041 
A,DE2008V,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14875853 	14904337 b	14922532 b	: 	: 	14983454 	15007777 	15024254 	15039835 
A,DE2008V,NL001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2091322 	2272151 b	2279519 b	: 	: 	2288795 	2288279 	2286622 	2283575 
A,DE2008V,NL002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	185156 	261811 b	262362 b	: 	: 	265550 	266775 	267877 	269125 
A,DE2008V,NL003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	140566 	140232 b	140185 b	: 	: 	140222 	140233 	139992 	139912 
A,DE2008V,NL005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97230 b	97421 b	: 	: 	98826 	99266 	99657 	99616 
A,DE2008V,NL006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	171131 	161487 b	162526 b	: 	: 	164469 	165189 	165256 	165795 
A,DE2008V,NL007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	218165 	218255 b	218856 b	: 	: 	221128 	221945 	222869 	223511 
A,DE2008V,NL008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	365187 	366026 b	366507 b	: 	: 	378718 	379416 	380339 	380839 
A,DE2008V,NL009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118671 b	118413 b	: 	: 	118585 	118879 	119188 	119593 
A,DE2008V,NL010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82682 	101572 b	101228 b	: 	: 	101005 	101097 	100996 	101363 
A,DE2008V,NL011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	266561 	331148 b	331577 b	: 	: 	334204 	334129 	333888 	334059 
A,DE2008V,NL012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104535 	104724 b	104940 b	: 	: 	105574 	106170 	106428 	106731 
A,DE2008V,NL013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	134172 b	134726 b	: 	: 	137543 	138787 	139900 	140654 
A,DE2008V,NL014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	623668 	678190 b	678661 b	: 	: 	662798 	663190 	662606 	662584 
A,DE2008V,NL015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	361519 	361401 b	360602 b	: 	: 	358676 	358423 	358131 	358125 
A,DE2008V,NL016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71775 	62472 b	62353 b	: 	: 	63089 	63062 	63077 	63123 
A,DE2008V,NL017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	647358 	820629 b	822756 b	: 	: 	829623 	831909 	832526 	832280 
A,DE2008V,NL018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	443774 	493461 b	492535 b	: 	: 	488389 	487683 	487409 	487133 
A,DE2008V,NL022F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	128050 	253120 b	251635 b	: 	: 	247636 	246664 	245314 	243827 
A,DE2008V,NL025F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	254367 	250614 b	250896 b	: 	: 	253051 	254187 	259550 	260473 
A,DE2008V,NL028F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	218512 	245903 b	245436 b	: 	: 	218388 	218717 	219112 	219656 
A,DE2008V,NL029F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	131748 	304738 b	305654 b	: 	: 	308924 	309343 	310089 	310671 
A,DE2008V,NL030F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	101618 b	101832 b	: 	: 	101576 	101839 	102668 	103418 
A,DE2008V,NL031F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	157339 	156355 b	155129 b	: 	: 	151344 	150020 	149008 	147847 
A,DE2008V,NL032F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	102837 b	102695 b	: 	: 	102076 	101994 	101932 	101760 
A,DE2008V,NL033F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	275493 	294656 b	295456 b	: 	: 	298266 	299048 	299057 	288753 
A,DE2008V,NL035F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125137 b	125214 b	: 	: 	126116 	126484 	126763 	112021 
A,DE2008V,NL037F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1170703 	1518696 b	1522000 b	: 	: 	1545973 	1549158 	1550260 	1550753 
A,DE2008V,NL038F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	116361 	116154 b	115843 b	: 	: 	115174 	115109 	115036 	115123 
A,DE2008V,NL039F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	137019 	154060 b	153261 b	: 	: 	151036 	150430 	149475 	149009 
A,DE2008V,NL040F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63263 b	63252 b	: 	: 	63613 	63929 	64074 	64302 
A,DE2008V,NL041F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	243050 	278298 b	278428 b	: 	: 	279506 	280409 	273803 	274375 
A,DE2008V,NL042F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	644321 	764118 b	768664 b	: 	: 	760600 	763146 	764750 	764578 
A,DE2008V,NL043F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81165 b	81461 b	: 	: 	83273 	84208 	84553 	85210 
A,DE2008V,NL044F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180229 	179622 b	179040 b	: 	: 	178340 	177894 	177517 	177590 
A,DE2008V,NL047F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	216681 	330718 b	332374 b	: 	: 	337558 	339694 	341554 	343107 
A,DE2008V,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4291811 	4310499 	4331399 	4351209 	4369584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,NO001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1015418 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,NO002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	344278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,NO003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	234899 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,NO004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	266702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37843883 	37844167 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9690365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9254043 	: 
A,DE2008V,PT001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2428136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2521533 	: 
A,DE2008V,PT002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1242272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1195763 	: 
A,DE2008V,PT003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	231667 	: 	: 	: 	: 	: 	: 	: 	: 	: 	231497 	: 
A,DE2008V,PT004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	210453 	: 	: 	: 	: 	: 	: 	: 	: 	: 	193219 	: 
A,DE2008V,PT005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	262630 	: 	: 	: 	: 	: 	: 	: 	: 	: 	247139 	: 
A,DE2008V,PT007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	123437 	: 	: 	: 	: 	: 	: 	: 	: 	: 	119772 	: 
A,DE2008V,PT008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	129737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	127981 	: 
A,DE2008V,PT009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	103863 	: 
A,DE2008V,PT010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90931 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100188 	: 
A,DE2008V,PT011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82767 	: 	: 	: 	: 	: 	: 	: 	: 	: 	78385 	: 
A,DE2008V,PT013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	59352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	58636 	: 
A,DE2008V,PT015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172333 	: 
A,DE2008V,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21295912 p	: 	: 	: 	19580034 	19400692 	: 	19013651 	: 	: 	: 	: 	: 
A,DE2008V,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8055559 	: 	: 	: 	: 	: 	8210656 	8243192 	: 	: 	: 	: 
A,DE2008V,SE001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1636885 	: 	: 	: 	: 	: 	1723308 	1736239 	: 	: 	: 	: 
A,DE2008V,SE002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	786997 	: 	: 	: 	: 	: 	816375 	820681 	: 	: 	: 	: 
A,DE2008V,SE003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	481005 	: 	: 	: 	: 	: 	501569 	504825 	: 	: 	: 	: 
A,DE2008V,SE004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	138707 	: 	: 	: 	: 	: 	142267 	143298 	: 	: 	: 	: 
A,DE2008V,SE005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	133366 	: 	: 	: 	: 	: 	137282 	138215 	: 	: 	: 	: 
A,DE2008V,SE006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	230539 	: 	: 	: 	: 	: 	239690 	241893 	: 	: 	: 	: 
A,DE2008V,SE007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	171182 	: 	: 	: 	: 	: 	175237 	176260 	: 	: 	: 	: 
A,DE2008V,SE008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165098 	: 	: 	: 	: 	: 	170691 	172812 	: 	: 	: 	: 
A,DE2008V,SE010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	157410 	158412 	: 	: 	: 	: 
A,DE2008V,SE011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	133549 	133926 	: 	: 	: 	: 
A,DE2008V,SE012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	190188 	190910 	: 	: 	: 	: 
A,DE2008V,SE014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86590 	86677 	: 	: 	: 	: 
A,DE2008V,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1821601 b	: 	1826118 	1825775 	1825258 	1822985 	1820526 	1816654 	: 	: 	1816153 	1812647 
A,DE2008V,SI001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	448573 	458431 b	461416 	465423 	468966 	457352 b	458286 	459349 	460260 	462694 	463921 	461758 	461455 
A,DE2008V,SI002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	291643 	295600 b	295612 	294926 	294345 	293767 	292449 	291283 	290064 	289560 	288865 	289042 	287905 
A,DE2008V,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5234474 	5238198 	5241041 	5243725 	5244610 	5249126 	5252812 	5256032 	5259444 	5221351 	: 
A,DE2008V,SK001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	577851 	583414 	588976 	595396 	601901 	609342 	617042 	624969 	633732 	671387 	: 
A,DE2008V,SK002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	348926 	349354 	349843 	350394 	351072 	352071 	353113 	354160 	354860 	342282 	: 
A,DE2008V,SK003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	107658 	107583 	107485 	107304 	107145 	107098 	107045 	107012 	106788 	104667 	: 
A,DE2008V,SK004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	154162 	154272 	154378 	154456 	154519 	154581 	154723 	154804 	154970 	158489 	: 
A,DE2008V,SK005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165995 	166606 	167157 	167603 	168240 	169023 	169720 	170300 	171285 	166800 	: 
A,DE2008V,SK006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	149571 	149985 	150427 	150717 	151039 	151337 	151646 	152009 	152391 	155207 	: 
A,DE2008V,SK007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	124591 	124905 	125285 	125474 	125779 	126409 	126712 	127089 	127679 	126458 	: 
A,DE2008V,SK008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109023 	109166 	109350 	109491 	109576 	109703 	109886 	109850 	110081 	108859 	: 
A,DE2008V,UK001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8609274 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2458581 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1053541 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1672607 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1424806 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
