freq,indic_ur,cities\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DE2008V,UK007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	740319 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2446976 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	821945 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	828911 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	801387 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1076070 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	684835 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	425194 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	219677 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	304614 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	186565 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK022F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	477413 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK024F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	454884 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK025F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	555897 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK026F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	440815 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK028F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	781983 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK042F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	160070 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK048F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	167236 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK068F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	378112 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK070F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	358006 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK071F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	305072 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK073F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	311199 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK092F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	462128 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK104F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	252400 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK105F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	310497 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK108F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	255716 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK109F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	222032 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK110F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	441969 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK113F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	329661 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK117F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	352781 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK119F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	459699 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK120F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	234298 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2008V,UK121F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	179452 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	17 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 	15 	16 	16 	16 	16 	17 	17 	17 	18 	18 	18 
A,DE2009I,BE001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	26 	: 	27 	28 	28 	28 	28 	29 	29 	26 	26 
A,DE2009I,BE002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	17 	18 	18 	18 	19 	19 	19 	20 	20 	20 	21 
A,DE2009I,BE003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	11 	: 	11 	12 	12 	12 	13 	13 b	13 b	13 	14 
A,DE2009I,BE004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 	14 	14 	14 	14 	14 	14 	14 	15 	14 	14 
A,DE2009I,BE005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 	18 	18 	18 	18 	18 	18 	18 	18 	18 	18 
A,DE2009I,BE006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 	6 	6 	7 	7 	7 	8 	8 	9 	9 
A,DE2009I,BE007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 	11 	11 	11 	11 	12 	12 	12 	12 	12 	12 
A,DE2009I,BE009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	16 	16 	16 	16 	16 	16 	16 	17 	17 	16 	16 
A,DE2009I,BE010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	7 	8 	8 	8 	8 	9 	9 	10 	11 	12 
A,DE2009I,BE011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	9 	10 	10 	10 	11 	12 	12 	12 	13 	13 
A,DE2009I,BE012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	16 
A,DE2009I,BE013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 	33 
A,DE2009I,BE014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 	16 
A,DE2009I,BE015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 	17 
A,DE2009I,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 e	1 	1 e	1 e	2 e	2 	2 	2 	2 	: 	: 	: 	: 
A,DE2009I,BG001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	2 e	2 e	2 e	2 e	3 	3 	3 	3 	3 	3 	4 	4 
A,DE2009I,BG002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	2 	2 	2 	2 	2 	2 	2 	3 
A,DE2009I,BG003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	2 e	2 e	2 e	2 e	3 	3 	3 	3 	4 	4 	4 	5 
A,DE2009I,BG004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	2 e	2 	2 	2 	3 	3 	4 	4 	4 
A,DE2009I,BG005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	4 e	1 e	1 	2 	2 	2 	2 	2 	2 	2 
A,DE2009I,BG006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 	2 	2 	2 	2 	2 	2 	3 
A,DE2009I,BG007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 	1 	2 	2 	2 	2 	2 	2 
A,DE2009I,BG008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	: 	1 e	1 e	1 e	1 e	1 e	2 	2 	2 	2 	2 	3 	3 	3 
A,DE2009I,BG009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 	1 	1 	1 	1 	2 	2 	2 
A,DE2009I,BG010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 e	2 e	2 e	2 e	2 e	2 	2 	2 	2 	3 	3 	3 	3 
A,DE2009I,BG011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	2 e	2 e	2 	2 	2 	3 	3 	3 	3 	4 
A,DE2009I,BG013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 	1 	1 	2 	2 	2 	2 	2 
A,DE2009I,BG014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 	1 	1 	1 	2 	2 	2 	2 
A,DE2009I,BG015F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 	1 	2 	2 	2 	2 	2 	3 
A,DE2009I,BG016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	2 e	2 e	2 e	2 	2 	2 	3 	3 	3 	4 	4 
A,DE2009I,BG017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	2 e	2 	2 	2 	2 	2 	2 	2 	2 
A,DE2009I,BG018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 e	1 e	1 e	1 e	1 e	1 	1 	1 	1 	1 	1 	2 	2 
A,DE2009I,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 b	27 	28 	28 	29 	29 	: 	: 	: 	: 	: 	: 
A,DE2009I,CH001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17 	17 	17 	18 	18 	19 	19 	19 	19 	20 	20 	20 
A,DE2009I,CH002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 	30 	30 	31 	31 	32 	32 	32 	33 	33 	33 	34 
A,DE2009I,CH003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 	48 	48 	48 	48 	49 	49 	49 	49 	50 	50 	50 
A,DE2009I,CH003T	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	41 b	41 b	: 	: 	42 	42 	42 	40 b	40 	: 	: 
A,DE2009I,CH004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 	29 	29 	30 	31 	31 	31 	32 	32 	32 	33 	33 
A,DE2009I,CH004T	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: b	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,CH005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35 	38 	39 	39 	39 	39 	40 	40 	40 	40 	40 	40 
A,DE2009I,CH006F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 	21 	21 	22 	22 	23 	23 	23 	24 	24 	24 	25 
A,DE2009I,CH008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35 	36 	37 	38 	38 	39 	39 	39 	39 	39 	39 	39 
A,DE2009I,CH009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25 	25 	25 	26 	26 	26 	27 	27 	27 	27 	27 	28 
A,DE2009I,CH010F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26 b	26 b	27 	27 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,CY001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,CY003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 e	15 e	15 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE001F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 e	15 e	15 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE002F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 e	16 e	15 e	16 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE003F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21 e	21 e	21 e	21 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE004F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 e	19 e	19 e	19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE005F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22 e	22 e	22 e	22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE007F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 e	23 e	22 e	22 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE008F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 e	8 e	7 e	8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE009F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 e	8 e	7 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE011F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 e	19 e	20 e	19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE012F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 e	15 e	15 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE013F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 e	19 e	19 e	19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE014F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 e	20 e	19 e	20 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE016F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23 e	26 e	26 e	26 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE017F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 e	7 e	8 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE018F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 e	6 e	6 e	6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE019F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 e	20 e	19 e	19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE020F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 e	12 e	12 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE023F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 e	19 e	19 e	19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE024F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 e	11 e	11 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE025F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 e	15 e	14 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE026F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13 e	13 e	14 e	14 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE027F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 e	16 e	15 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE028F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 e	7 e	7 e	9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE029F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11 e	11 e	12 e	11 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE030F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 e	7 e	7 e	7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE031F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 e	20 e	20 e	20 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE032F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16 e	16 e	17 e	17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE033F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19 e	19 e	19 e	19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE034F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 e	15 e	16 e	17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE035F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 e	15 e	16 e	16 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE036F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 e	12 e	12 e	12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE037F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12 e	12 e	13 e	13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE039F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15 e	15 e	14 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE040F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 e	10 e	11 e	10 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE041F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14 e	14 e	15 e	15 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,DE2009I,DE042F	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20 e	20 e	20 e	20 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
